Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Tipus_Compravendes,N_compravendes,Tipus_Preu_Mitja,Valor,Tipus_Superficie,M2
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Usat. Milers d'euros,446.6,Habitatge nou lliure,110.0
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Usat. Milers d'euros,446.6,Habitatge usat,104.3
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Total. Euros/m2 construït,4346.4,Total,104.6
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Total. Euros/m2 construït,4346.4,Habitatge nou lliure,110.0
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Total. Euros/m2 construït,4346.4,Habitatge usat,104.3
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Nou. Euros/m2 construït,5390.9,Total,104.6
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Nou. Euros/m2 construït,5390.9,Habitatge nou lliure,110.0
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Nou. Euros/m2 construït,5390.9,Habitatge usat,104.3
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Usat. Euros/m2 construït,4281.1,Total,104.6
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Usat. Euros/m2 construït,4281.1,Habitatge nou lliure,110.0
2022,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Habitatge usat,17,Usat. Euros/m2 construït,4281.1,Habitatge usat,104.3
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Milers d'euros,416.1,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Milers d'euros,416.1,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Milers d'euros,416.1,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Milers d'euros,416.1,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Milers d'euros,466.0,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Milers d'euros,466.0,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Milers d'euros,466.0,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Milers d'euros,466.0,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Milers d'euros,372.2,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Milers d'euros,372.2,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Milers d'euros,372.2,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Milers d'euros,372.2,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Euros/m2 construït,5229.7,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Euros/m2 construït,5229.7,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Euros/m2 construït,5229.7,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Total. Euros/m2 construït,5229.7,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Euros/m2 construït,5655.1,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Euros/m2 construït,5655.1,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Euros/m2 construït,5655.1,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Nou. Euros/m2 construït,5655.1,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Euros/m2 construït,4856.4,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Euros/m2 construït,4856.4,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Euros/m2 construït,4856.4,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou lliure,43,Usat. Euros/m2 construït,4856.4,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,416.1,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,416.1,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,416.1,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,416.1,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,466.0,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,466.0,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,466.0,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,466.0,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,372.2,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,372.2,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,372.2,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,372.2,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,5229.7,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,5229.7,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,5229.7,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,5229.7,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,5655.1,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,5655.1,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,5655.1,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,5655.1,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,4856.4,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,4856.4,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,4856.4,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,4856.4,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Milers d'euros,416.1,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Milers d'euros,416.1,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Milers d'euros,416.1,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Milers d'euros,416.1,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Milers d'euros,466.0,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Milers d'euros,466.0,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Milers d'euros,466.0,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Milers d'euros,466.0,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Milers d'euros,372.2,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Milers d'euros,372.2,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Milers d'euros,372.2,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Milers d'euros,372.2,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Euros/m2 construït,5229.7,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Euros/m2 construït,5229.7,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Euros/m2 construït,5229.7,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Total. Euros/m2 construït,5229.7,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Euros/m2 construït,5655.1,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Euros/m2 construït,5655.1,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Euros/m2 construït,5655.1,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Nou. Euros/m2 construït,5655.1,Habitatge usat,74.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Euros/m2 construït,4856.4,Total,76.1
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Euros/m2 construït,4856.4,Habitatge nou lliure,79.4
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Euros/m2 construït,4856.4,Habitatge nou protegit,38.0
2022,1,10,Sant Martí,68,el Poblenou,Habitatge usat,55,Usat. Euros/m2 construït,4856.4,Habitatge usat,74.0
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Total. Milers d'euros,256.3,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Total. Milers d'euros,256.3,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Total. Milers d'euros,256.3,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Nou. Milers d'euros,405.4,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Nou. Milers d'euros,405.4,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Nou. Milers d'euros,405.4,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Usat. Milers d'euros,193.7,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Usat. Milers d'euros,193.7,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Usat. Milers d'euros,193.7,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Total. Euros/m2 construït,3261.8,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Total. Euros/m2 construït,3261.8,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Total. Euros/m2 construït,3261.8,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Nou. Euros/m2 construït,4854.4,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Nou. Euros/m2 construït,4854.4,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Nou. Euros/m2 construït,4854.4,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Usat. Euros/m2 construït,2593.9,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Usat. Euros/m2 construït,2593.9,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge nou lliure,13,Usat. Euros/m2 construït,2593.9,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Total. Milers d'euros,256.3,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Total. Milers d'euros,256.3,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Total. Milers d'euros,256.3,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Nou. Milers d'euros,405.4,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Nou. Milers d'euros,405.4,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Nou. Milers d'euros,405.4,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Usat. Milers d'euros,193.7,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Usat. Milers d'euros,193.7,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Usat. Milers d'euros,193.7,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Total. Euros/m2 construït,3261.8,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Total. Euros/m2 construït,3261.8,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Total. Euros/m2 construït,3261.8,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Nou. Euros/m2 construït,4854.4,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Nou. Euros/m2 construït,4854.4,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Nou. Euros/m2 construït,4854.4,Habitatge usat,64.4
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Usat. Euros/m2 construït,2593.9,Total,68.7
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Usat. Euros/m2 construït,2593.9,Habitatge nou lliure,80.3
2022,1,10,Sant Martí,70,el Besòs i el Maresme,Habitatge usat,38,Usat. Euros/m2 construït,2593.9,Habitatge usat,64.4
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Milers d'euros,247.6,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Milers d'euros,247.6,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Milers d'euros,247.6,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Milers d'euros,247.6,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Milers d'euros,174.2,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Milers d'euros,174.2,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Milers d'euros,174.2,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Milers d'euros,174.2,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Milers d'euros,274.3,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Milers d'euros,274.3,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Milers d'euros,274.3,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Milers d'euros,274.3,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Euros/m2 construït,3467.6,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Euros/m2 construït,3467.6,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Euros/m2 construït,3467.6,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Total. Euros/m2 construït,3467.6,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Euros/m2 construït,2537.0,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Euros/m2 construït,2537.0,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Euros/m2 construït,2537.0,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Nou. Euros/m2 construït,2537.0,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Euros/m2 construït,3806.1,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Euros/m2 construït,3806.1,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Euros/m2 construït,3806.1,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou lliure,9,Usat. Euros/m2 construït,3806.1,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,247.6,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,247.6,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,247.6,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Milers d'euros,247.6,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,174.2,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,174.2,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,174.2,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Milers d'euros,174.2,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,274.3,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,274.3,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,274.3,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Milers d'euros,274.3,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,3467.6,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,3467.6,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,3467.6,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Total. Euros/m2 construït,3467.6,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,2537.0,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,2537.0,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,2537.0,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Nou. Euros/m2 construït,2537.0,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,3806.1,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,3806.1,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,3806.1,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge nou protegit,1,Usat. Euros/m2 construït,3806.1,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Milers d'euros,247.6,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Milers d'euros,247.6,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Milers d'euros,247.6,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Milers d'euros,247.6,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Milers d'euros,174.2,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Milers d'euros,174.2,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Milers d'euros,174.2,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Milers d'euros,174.2,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Milers d'euros,274.3,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Milers d'euros,274.3,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Milers d'euros,274.3,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Milers d'euros,274.3,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Euros/m2 construït,3467.6,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Euros/m2 construït,3467.6,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Euros/m2 construït,3467.6,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Total. Euros/m2 construït,3467.6,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Euros/m2 construït,2537.0,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Euros/m2 construït,2537.0,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Euros/m2 construït,2537.0,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Nou. Euros/m2 construït,2537.0,Habitatge usat,71.7
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Euros/m2 construït,3806.1,Total,70.3
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Euros/m2 construït,3806.1,Habitatge nou lliure,67.1
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Euros/m2 construït,3806.1,Habitatge nou protegit,55.0
2022,1,10,Sant Martí,71,Provençals del Poblenou,Habitatge usat,32,Usat. Euros/m2 construït,3806.1,Habitatge usat,71.7
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Total. Milers d'euros,637.7,Total,101.7
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Total. Milers d'euros,637.7,Habitatge nou protegit,68.0
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Total. Milers d'euros,637.7,Habitatge usat,103.2
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Usat. Milers d'euros,637.7,Total,101.7
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Usat. Milers d'euros,637.7,Habitatge nou protegit,68.0
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Usat. Milers d'euros,637.7,Habitatge usat,103.2
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Total. Euros/m2 construït,6151.6,Total,101.7
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Total. Euros/m2 construït,6151.6,Habitatge nou protegit,68.0
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Total. Euros/m2 construït,6151.6,Habitatge usat,103.2
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Usat. Euros/m2 construït,6151.6,Total,101.7
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Usat. Euros/m2 construït,6151.6,Habitatge nou protegit,68.0
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge nou protegit,2,Usat. Euros/m2 construït,6151.6,Habitatge usat,103.2
2022,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Habitatge usat,24,Total. Milers d'euros,637.7,Total,101.7
